run_id,master_seed,derived_seed,fluids,fractions,COP,VHC,W_comp,pareto_rank,crowding_distance
1,123456789,3285393467,R142B&R21&R245FA&R365MFC&RE245FA2,0.040000;0.760000;0.120000;0.060000;0.020000,4.89907379623,5653829.44117,102060.107848,0,0.339235935524
1,123456789,3285393467,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.100000;0.140000;0.380000;0.340000;0.040000,4.54082645757,6151015.67029,110112.113879,0,0.658485238017
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.040000;0.180000;0.600000;0.140000;0.040000,4.30995802234,6363363.86729,116010.410637,0,inf
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R141B&R245FA&R365MFC,0.040000;0.020000;0.800000;0.100000;0.040000,5.03372255957,3399404.00257,99330.0671786,0,inf
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.180000;0.540000;0.160000;0.060000,4.3365972999,6252680.39422,115297.770446,0,0.412059474695
1,123456789,3285393467,R123&R1234ZEZ&R142B&R21&R245FA,0.060000;0.100000;0.500000;0.280000;0.060000,4.452547565,6247980.21211,112295.263038,0,0.485894951134
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.180000;0.560000;0.140000;0.060000,4.3132950203,6254838.06487,115920.658718,0,0.116873012957
1,123456789,3285393467,R1233ZDE&R141B&R21&R245CA&R245FA,0.100000;0.020000;0.700000;0.160000;0.020000,5.01159324909,5534542.87115,99768.6713882,0,1.1103202665
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.140000;0.140000;0.160000;0.520000;0.040000,4.75390037092,5935079.71765,105176.793998,0,0.157997874012
1,123456789,3285393467,R1233ZDE&R141B&R142B&R21&R245FA,0.100000;0.040000;0.200000;0.620000;0.040000,4.79213691336,5911541.60846,104337.586559,0,0.476166265803
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R141B&R21&R245FA,0.080000;0.240000;0.040000;0.580000;0.060000,4.89685186684,5654737.54782,102106.417265,0,0.371236211005
1,123456789,3285393467,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.100000;0.120000;0.200000;0.520000;0.060000,4.74687371568,6017694.05552,105332.484062,0,0.146107634253
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.080000;0.220000;0.500000;0.120000,4.71664361543,6067938.28307,106007.585217,0,0.616211809007
1,123456789,3285393467,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.160000;0.400000;0.300000;0.080000,4.49677409726,6198234.42422,111190.820171,0,0.285567913415
2,123456789,1463949419,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.100000;0.200000;0.240000;0.440000;0.020000,4.66648824539,6029869.66871,107146.953706,0,0.37366047754
2,123456789,1463949419,R123&R141B&R21&R245CA&RE245FA2,0.020000;0.820000;0.060000;0.060000;0.040000,5.13045770904,3373055.39319,97457.1916105,0,inf
2,123456789,1463949419,R123&R141B&R21&R245CA&RE245FA2,0.040000;0.760000;0.080000;0.080000;0.040000,5.08368705223,3431385.21494,98353.8118816,0,0.0488048152183
2,123456789,1463949419,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.100000;0.380000;0.380000;0.080000,4.57864827462,6237435.73543,109202.535336,0,inf
2,123456789,1463949419,R1234ZEZ&R142B&R21&R245FA&RE245FA2,0.100000;0.120000;0.620000;0.100000;0.060000,4.83103874608,5925629.42917,103497.410449,0,0.473825312362
2,123456789,1463949419,R123&R141B&R21&R245CA&RE245FA2,0.040000;0.740000;0.080000;0.080000;0.060000,5.07130212086,3432678.92069,98594.0076304,0,0.113658528853
2,123456789,1463949419,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.100000;0.120000;0.200000;0.480000;0.100000,4.71797542673,5974168.79757,105977.660919,0,0.645316138193
2,123456789,1463949419,R1224YDZ&R142B&R21&R245FA&RE245FA2,0.100000;0.120000;0.620000;0.120000;0.040000,4.83592169426,5859552.20021,103392.906588,0,0.596913109303
2,123456789,1463949419,R123&R1233ZDE&R141B&R21&R245CA,0.060000;0.100000;0.700000;0.080000;0.060000,5.03811964194,3524483.54459,99243.3756113,0,0.160849321967
2,123456789,1463949419,R123&R141B&R21&R245CA&RE245FA2,0.040000;0.760000;0.060000;0.080000;0.060000,5.09764152188,3394515.01771,98084.5745732,0,0.176002276105
2,123456789,1463949419,R123&R141B&R21&R245CA&RE245FA2,0.040000;0.760000;0.080000;0.060000;0.060000,5.08421676879,3420998.32178,98343.5645524,0,0.0610834267689
2,123456789,1463949419,R123&R1233ZDE&R141B&R245CA&RE245FA2,0.180000;0.100000;0.600000;0.060000;0.060000,5.05107438678,3432790.88697,98988.8411284,0,0.0988755922616
2,123456789,1463949419,R1233ZDE&R141B&R21&R245CA&R245FA,0.060000;0.020000;0.720000;0.020000;0.180000,4.98262432656,5770588.31524,100348.725336,0,0.627277160755
2,123456789,1463949419,R123&R1233ZDE&R141B&R21&R245CA,0.040000;0.100000;0.680000;0.100000;0.080000,5.01037970677,3568025.81787,99792.8359252,0,0.17427259284
2,123456789,1463949419,R1233ZDE&R1234ZEZ&R141B&R21&R245CA,0.100000;0.140000;0.040000;0.680000;0.040000,4.98768580012,5617812.31542,100246.892053,0,0.804557051916
2,123456789,1463949419,R123&R141B&R21&R245CA&RE245FA2,0.040000;0.720000;0.100000;0.080000;0.060000,5.04675728717,3471546.75281,99073.5182117,0,0.0771592840831
2,123456789,1463949419,R123&R1233ZDE&R141B&R21&RE245FA2,0.060000;0.100000;0.660000;0.140000;0.040000,4.99683321694,3609376.89882,100063.375801,0,0.795397283737
2,123456789,1463949419,R1233ZDE&R1234ZEZ&R142B&R21&R245CA,0.060000;0.100000;0.340000;0.440000;0.060000,4.63545879481,6156065.64152,107864.188235,0,0.406662370052
3,123456789,3367517259,R1224YDZ&R123&R141B&R245FA&R365MFC,0.040000;0.220000;0.600000;0.060000;0.080000,5.02668586259,3402237.67284,99469.1161667,0,0.0741127860053
3,123456789,3367517259,R1224YDZ&R123&R1233ZDE&R141B&RE245FA2,0.060000;0.220000;0.120000;0.500000;0.100000,4.96569065783,3501215.20845,100690.9279,0,0.196706282873
3,123456789,3367517259,R123&R1233ZDE&R141B&R245CA&RE245FA2,0.220000;0.080000;0.540000;0.060000;0.100000,5.02579913964,3439858.95469,99486.6659226,0,0.0759486586585
3,123456789,3367517259,R123&R1234ZEZ&R21&R245FA&RE347MCCHFE7000,0.040000;0.100000;0.760000;0.060000;0.040000,4.94221806054,5605730.36923,101169.149939,0,0.117888936187
3,123456789,3367517259,R1224YDZ&R1233ZDE&R142B&R21&R245FA,0.060000;0.040000;0.460000;0.420000;0.020000,4.59036627961,6366316.51929,108923.769813,0,0.30177208986
3,123456789,3367517259,R123&R1233ZDE&R141B&R21&R245CA,0.120000;0.120000;0.540000;0.060000;0.160000,4.96028751794,3605900.74529,100800.608471,0,0.638078475625
3,123456789,3367517259,R1234ZEZ&R141B&R142B&R21&R245FA,0.120000;0.020000;0.300000;0.480000;0.080000,4.66428546908,6220333.45774,107197.555406,0,0.548164708991
3,123456789,3367517259,R1224YDZ&R1233ZDE&R1234ZEZ&R141B&R21,0.080000;0.100000;0.080000;0.080000;0.660000,4.95929337455,5415590.69444,100820.815031,0,0.630528422131
3,123456789,3367517259,R1224YDZ&R123&R142B&R21&R245FA,0.100000;0.060000;0.140000;0.600000;0.100000,4.81482347496,5827021.71652,103845.967064,0,0.300002911611
3,123456789,3367517259,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.100000;0.140000;0.100000;0.100000;0.560000,4.83651358504,5716503.56104,103380.253401,0,0.385325206138
3,123456789,3367517259,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.080000;0.180000;0.560000;0.100000,4.77817017563,6061173.24238,104642.568519,0,0.310342424366
3,123456789,3367517259,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.100000;0.060000;0.220000;0.540000;0.080000,4.74501415719,6084784.31639,105373.763583,0,0.42660621619
3,123456789,3367517259,R123&R1234ZEZ&R141B&R245CA&RE347MCCHFE7000,0.140000;0.020000;0.800000;0.020000;0.020000,5.14335677337,3309969.25781,97212.7779641,0,inf
3,123456789,3367517259,R1224YDZ&R1233ZDE&R1234ZEZ&R21&R245CA,0.100000;0.160000;0.100000;0.600000;0.040000,4.95659960288,5523170.59385,100875.608292,0,0.0894029789904
3,123456789,3367517259,R123&R1233ZDE&R1234ZEZ&R141B&R245CA,0.140000;0.080000;0.040000;0.660000;0.080000,5.00939611633,3471395.78441,99812.430159,0,0.207031144993
3,123456789,3367517259,R1224YDZ&R1234ZEZ&R21&R245CA&R245FA,0.120000;0.140000;0.600000;0.060000;0.080000,4.92144959343,5688601.96546,101596.082721,0,0.372005505167
3,123456789,3367517259,R123&R1234ZEZ&R141B&R245CA&RE347MCCHFE7000,0.140000;0.040000;0.720000;0.060000;0.040000,5.04725054725,3348500.02089,99063.8359081,0,0.0596105639008
3,123456789,3367517259,R1233ZDE&R1234ZEZ&R21&R245CA&R245FA,0.140000;0.100000;0.600000;0.100000;0.060000,4.94742640144,5577080.95837,101062.64539,0,0.0718538191546
3,123456789,3367517259,R123&R141B&R245CA&R245FA&RE347MCCHFE7000,0.120000;0.680000;0.080000;0.080000;0.040000,5.04279640255,3373072.15992,99151.3359031,0,0.0808975594989
3,123456789,3367517259,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.060000;0.500000;0.340000;0.040000,4.52303161804,6407546.05064,110545.324955,0,inf
3,123456789,3367517259,R123&R1234ZEZ&R141B&R245CA&RE347MCCHFE7000,0.140000;0.040000;0.740000;0.040000;0.040000,5.05843582239,3337740.5105,98844.784743,0,0.306205326213
3,123456789,3367517259,R1224YDZ&R1233ZDE&R142B&R21&R245FA,0.080000;0.060000;0.420000;0.420000;0.020000,4.59515312348,6236021.84525,108810.302195,0,0.295763871004
4,123456789,1724789829,R1234ZEZ&R141B&R142B&R21&R245FA,0.060000;0.040000;0.700000;0.160000;0.040000,4.32654400517,6461978.55068,115565.679998,0,inf
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R21&R245FA&RE245FA2,0.020000;0.020000;0.800000;0.120000;0.040000,5.04301976316,5888980.79352,99146.9443869,0,inf
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.260000;0.560000;0.100000,4.7545138363,6228053.49329,105163.223247,0,0.173212373651
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.220000;0.600000;0.100000,4.79780779773,6194899.64884,104214.262238,0,0.163126574235
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.060000;0.200000;0.600000;0.100000,4.80552148314,6164302.18457,104046.98049,0,0.18215561618
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.180000;0.640000;0.100000,4.84270036902,6160142.8069,103248.180127,0,0.196656949362
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.060000;0.100000;0.720000;0.080000,4.93953322586,6091158.84293,101224.139435,0,0.913759010263
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.240000;0.580000;0.100000,4.77598055038,6211688.41802,104690.543591,0,0.176084061793
4,123456789,1724789829,R1234ZEZ&R142B&R21&R245FA&RE245FA2,0.040000;0.320000;0.520000;0.100000;0.020000,4.69668483951,6289100.68718,106458.069274,0,0.253781659523
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.160000;0.640000;0.120000,4.85182828379,6123308.10473,103053.935703,0,0.378819232381
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.280000;0.540000;0.100000,4.73336977729,6243970.53842,105632.989503,0,0.17044275053
4,123456789,1724789829,R1234ZEZ&R141B&R142B&R21&R245FA,0.080000;0.040000;0.640000;0.180000;0.060000,4.34616131142,6376874.99076,115044.05018,0,1.21492202649
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.360000;0.480000;0.080000,4.66549068418,6329907.54954,107169.863546,0,1.16535530543
4,123456789,1724789829,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.040000;0.300000;0.520000;0.100000,4.71251136779,6259414.12341,106100.539814,0,0.180215733119
5,123456789,1921868321,R1224YDZ&R123&R141B&R245CA&R245FA,0.080000;0.140000;0.660000;0.100000;0.020000,5.03295067791,3442762.71738,99345.300997,0,0.128774932568
5,123456789,1921868321,R123&R141B&R21&R245CA&R245FA,0.140000;0.640000;0.060000;0.120000;0.040000,5.01952231035,3512261.39066,99611.0723462,0,0.80787958075
5,123456789,1921868321,R123&R1233ZDE&R142B&R21&R245FA,0.040000;0.040000;0.120000;0.680000;0.120000,4.89013007835,5966243.99058,102246.768898,0,0.956297719517
5,123456789,1921868321,R123&R141B&R21&R245CA&R245FA,0.160000;0.020000;0.760000;0.020000;0.040000,5.01436657903,5458512.34645,99713.4916485,0,0.769627914825
5,123456789,1921868321,R1233ZDE&R141B&R21&R245CA&R245FA,0.100000;0.040000;0.740000;0.060000;0.060000,5.01428487075,5604003.03793,99715.1164899,0,0.566700513516
5,123456789,1921868321,R1234ZEZ&R141B&R142B&R21&R245FA,0.100000;0.040000;0.320000;0.480000;0.060000,4.64307037215,6176944.28066,107687.362009,0,0.105038852093
5,123456789,1921868321,R141B&R142B&R21&R245CA&R245FA,0.020000;0.220000;0.560000;0.040000;0.160000,4.75294360519,6041830.99012,105197.966047,0,0.881112185744
5,123456789,1921868321,R1233ZDE&R1234ZEZ&R21&R245CA&R245FA,0.100000;0.180000;0.560000;0.080000;0.080000,4.91189775239,5625298.01343,101793.649869,0,0.744934353643
5,123456789,1921868321,R1234ZEZ&R142B&R21&R245CA&R245FA,0.140000;0.220000;0.500000;0.080000;0.060000,4.72399028483,6056063.27669,105842.724022,0,0.52570697114
5,123456789,1921868321,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.120000;0.300000;0.440000;0.080000,4.64205097189,6183960.74166,107711.01029,0,inf
5,123456789,1921868321,R123&R1233ZDE&R141B&R245FA&RE347MCCHFE7000,0.180000;0.120000;0.620000;0.020000;0.060000,5.03568063368,3372347.73507,99291.4436741,0,inf
5,123456789,1921868321,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.080000;0.100000;0.280000;0.440000;0.100000,4.65590737414,6094651.8724,107390.452563,0,0.467656610991
6,123456789,2241116508,R1233ZDE&R1234ZEZ&R142B&R21&R365MFC,0.020000;0.300000;0.020000;0.640000;0.020000,4.92479784808,5835159.63071,101527.009925,0,0.41815168453
6,123456789,2241116508,R1233ZDE&R142B&R21&R245FA&R365MFC,0.040000;0.120000;0.720000;0.080000;0.040000,4.86348402929,5871179.35372,102806.958343,0,0.37735507587
6,123456789,2241116508,R123&R141B&R21&R365MFC&RE245FA2,0.020000;0.720000;0.020000;0.120000;0.120000,5.11045290119,3247323.56782,97838.6866424,0,inf
6,123456789,2241116508,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.260000;0.080000;0.500000;0.120000,4.79798379077,5883396.50792,104210.439594,0,0.414533443526
6,123456789,2241116508,R1224YDZ&R1336MZZZ&R142B&R21&R245FA,0.120000;0.020000;0.500000;0.260000;0.100000,4.42204567822,6091306.80157,113069.840608,0,inf
6,123456789,2241116508,R123&R1336MZZZ&R142B&R21&R365MFC,0.160000;0.020000;0.040000;0.760000;0.020000,4.95558307195,5419208.03025,100896.300746,0,0.404454731413
6,123456789,2241116508,R123&R1233ZDE&R1336MZZZ&R141B&R21,0.080000;0.060000;0.020000;0.120000;0.720000,4.98410653823,5155499.50153,100318.882866,0,0.803802268119
6,123456789,2241116508,R1234ZEZ&R142B&R21&R245FA&R365MFC,0.240000;0.140000;0.500000;0.100000;0.020000,4.72596937909,5923431.55113,105798.400263,0,0.514136430548
6,123456789,2241116508,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.140000;0.020000;0.440000;0.260000;0.140000,4.45635846224,6061328.44284,112199.232678,0,0.0418809362705
6,123456789,2241116508,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.200000;0.300000;0.320000;0.120000,4.54985539558,6028134.9857,109893.60244,0,0.315492141811
6,123456789,2241116508,R123&R1233ZDE&R142B&R21&R245FA,0.040000;0.080000;0.300000;0.420000;0.160000,4.6319605099,5962263.5957,107945.652587,0,0.451945428072
6,123456789,2241116508,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.100000;0.140000;0.300000;0.360000;0.100000,4.58504003842,6019342.46028,109050.30181,0,0.270322367637
6,123456789,2241116508,R123&R1233ZDE&R141B&R365MFC&RE245FA2,0.100000;0.020000;0.640000;0.120000;0.120000,5.08672933376,3263249.23364,98294.9882318,0,0.145718925016
6,123456789,2241116508,R1224YDZ&R123&R1336MZZZ&R141B&RE245FA2,0.220000;0.160000;0.180000;0.280000;0.160000,5.08440217703,3460521.74269,98339.9783477,0,0.315570652752
6,123456789,2241116508,R123&R1233ZDE&R141B&R21&R365MFC,0.040000;0.200000;0.600000;0.040000;0.120000,4.99762512581,3465379.71199,100047.520055,0,0.871604357204
6,123456789,2241116508,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.240000;0.340000;0.260000;0.100000,4.48299922991,6031565.58975,111532.475104,0,0.292377496904
6,123456789,2241116508,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.120000;0.120000;0.400000;0.260000;0.100000,4.45792797967,6056741.73221,112159.730323,0,0.0929402467925
6,123456789,2241116508,R1233ZDE&R1336MZZZ&R142B&R21&R245FA,0.040000;0.040000;0.480000;0.300000;0.140000,4.44682488689,6077689.96617,112439.777306,0,0.117544389197
7,123456789,833672388,R123&R1233ZDE&R141B&R245CA&R365MFC,0.100000;0.140000;0.640000;0.100000;0.020000,5.04805382884,3447968.40143,99048.0721786,0,0.0994418882059
7,123456789,833672388,R1234ZEZ&R142B&R21&R245CA&R245FA,0.120000;0.180000;0.440000;0.120000;0.140000,4.69400215224,5833531.78525,106518.911535,0,0.510206472235
7,123456789,833672388,R1234ZEZ&R142B&R21&R245CA&R245FA,0.120000;0.300000;0.400000;0.100000;0.080000,4.61561349702,6036654.44233,108327.961239,0,0.470218091925
7,123456789,833672388,R123&R1233ZDE&R141B&R245CA&R365MFC,0.120000;0.140000;0.600000;0.100000;0.040000,5.03063393177,3452874.23753,99391.0522574,0,0.107683265296
7,123456789,833672388,R123&R1233ZDE&R141B&R365MFC&RE245FA2,0.180000;0.200000;0.540000;0.020000;0.060000,5.01119324102,3482521.57078,99776.6352148,0,0.183290486829
7,123456789,833672388,R123&R1336MZZZ&R141B&R245FA&R365MFC,0.160000;0.080000;0.640000;0.020000;0.100000,5.08596211022,3289537.39749,98309.8161498,0,inf
7,123456789,833672388,R123&R1233ZDE&R1336MZZZ&R141B&R245FA,0.140000;0.200000;0.080000;0.540000;0.040000,4.96817555672,3511144.92024,100640.565997,0,0.774294994264
7,123456789,833672388,R123&R1233ZDE&R142B&R21&R245CA,0.020000;0.260000;0.020000;0.600000;0.100000,4.96504276306,5386564.09912,100704.067188,0,0.83739923696
7,123456789,833672388,R123&R1234ZEZ&R142B&R21&R245CA,0.040000;0.140000;0.100000;0.600000;0.120000,4.85987401576,5793511.36879,102883.325448,0,0.540834966848
7,123456789,833672388,R1224YDZ&R1234ZEZ&R142B&R21&R245CA,0.040000;0.140000;0.260000;0.460000;0.100000,4.67430659184,6019228.28244,106967.737391,0,0.246140672204
7,123456789,833672388,R123&R1234ZEZ&R21&R245CA&R245FA,0.060000;0.140000;0.540000;0.120000;0.140000,4.8760241228,5525163.89535,102542.560785,0,0.138895753235
7,123456789,833672388,R1233ZDE&R142B&R21&R245CA&R245FA,0.260000;0.040000;0.540000;0.120000;0.040000,4.89679410293,5400604.9441,102107.62174,0,0.283838614631
7,123456789,833672388,R1224YDZ&R123&R142B&R21&R245CA,0.120000;0.040000;0.100000;0.600000;0.140000,4.86584963331,5624792.15486,102756.977235,0,0.0947380094126
7,123456789,833672388,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.180000;0.460000;0.220000;0.060000,4.40665644635,6179737.02139,113464.710963,0,0.166236321526
7,123456789,833672388,R123&R1336MZZZ&R141B&R245FA&R365MFC,0.160000;0.080000;0.620000;0.040000;0.100000,5.06024983869,3310555.33687,98809.3505141,0,0.0996852581578
7,123456789,833672388,R1224YDZ&R142B&R21&R245CA&R245FA,0.140000;0.060000;0.580000;0.160000;0.060000,4.87033559114,5599233.9234,102662.330068,0,0.0614567910566
7,123456789,833672388,R123&R1336MZZZ&R141B&R245FA&R365MFC,0.180000;0.100000;0.600000;0.040000;0.080000,5.05164874109,3321951.78951,98977.5864528,0,0.07871612278
7,123456789,833672388,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.160000;0.080000;0.180000;0.440000;0.140000,4.68003411021,5846427.96545,106836.828157,0,0.11858448775
7,123456789,833672388,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.180000;0.440000;0.220000;0.080000,4.41177879529,6135902.18968,113332.971393,0,0.354846433439
7,123456789,833672388,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.160000;0.360000;0.320000;0.080000,4.52202563605,6129755.17269,110569.917166,0,0.623965901234
7,123456789,833672388,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.180000;0.500000;0.180000;0.080000,4.36381768595,6203677.77766,114578.572246,0,inf
8,123456789,3701117915,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.080000;0.540000;0.220000;0.100000,4.41350472468,6292353.13139,113288.651806,0,inf
8,123456789,3701117915,R1224YDZ&R1234ZEZ&R21&R245FA&RE245FA2,0.120000;0.080000;0.640000;0.120000;0.040000,4.92622883623,5681328.44438,101497.518005,0,0.227028502898
8,123456789,3701117915,R1234ZEZ&R142B&R21&R245CA&R245FA,0.140000;0.060000;0.600000;0.040000;0.160000,4.87682561119,5924604.61848,102525.708291,0,0.374554616908
8,123456789,3701117915,R1224YDZ&R123&R1233ZDE&R1234ZEZ&R245CA,0.140000;0.240000;0.220000;0.220000;0.180000,5.09701889703,4271315.75505,98096.5560656,0,1.89215793767
8,123456789,3701117915,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.060000;0.080000;0.220000;0.480000;0.160000,4.70339709448,6061546.27206,106306.142126,0,0.0902597288356
8,123456789,3701117915,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.080000;0.140000;0.220000;0.480000;0.080000,4.69982147599,6065763.71315,106387.01971,0,0.168065152166
8,123456789,3701117915,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.120000;0.100000;0.160000;0.520000;0.100000,4.75438005009,5946595.79002,105166.182495,0,0.23752649225
8,123456789,3701117915,R123&R1234ZEZ&R141B&R142B&R21,0.040000;0.080000;0.040000;0.480000;0.360000,4.49966266902,6236011.13883,111119.440896,0,0.218165546059
8,123456789,3701117915,R1224YDZ&R1233ZDE&R1234ZEZ&R245FA&RE245FA2,0.040000;0.180000;0.260000;0.240000;0.280000,5.84631989643,4126603.73131,85523.8866257,0,inf
8,123456789,3701117915,R1234ZEZ&R142B&R21&R245FA&RE245FA2,0.080000;0.200000;0.540000;0.120000;0.060000,4.73214882742,5975838.72197,105660.244053,0,0.129716686375
8,123456789,3701117915,R1233ZDE&R141B&R142B&R21&R245FA,0.020000;0.040000;0.360000;0.440000;0.140000,4.60549369001,6114151.38847,108565.993931,0,0.0841916532042
8,123456789,3701117915,R1224YDZ&R1234ZEZ&R142B&R21&RE245FA2,0.020000;0.160000;0.360000;0.420000;0.040000,4.58513781206,6215245.60077,109047.976417,0,0.222096253374
8,123456789,3701117915,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.060000;0.100000;0.480000;0.260000;0.100000,4.45738074272,6250826.43652,112173.500282,0,0.164275134242
8,123456789,3701117915,R1234ZEZ&R142B&R21&R245FA&RE245FA2,0.080000;0.320000;0.420000;0.140000;0.040000,4.60668174698,6105252.32928,108537.994909,0,0.166655950727
8,123456789,3701117915,R1233ZDE&R1234ZEZ&R142B&R21&R245CA,0.140000;0.020000;0.060000;0.660000;0.120000,4.95446218081,5675587.0832,100919.127395,0,0.892741671549
9,123456789,1610998502,R123&R1336MZZZ&R141B&RE245FA2&RE347MCCHFE7000,0.140000;0.080000;0.620000;0.080000;0.080000,5.0485337161,3220004.90503,99038.6571858,0,inf
9,123456789,1610998502,R1234ZEZ&R142B&R21&R245CA&R245FA,0.100000;0.660000;0.160000;0.060000;0.020000,4.33441446282,6425124.53749,115355.835093,0,inf
9,123456789,1610998502,R123&R1233ZDE&R1336MZZZ&R141B&R245CA,0.140000;0.140000;0.060000;0.540000;0.120000,4.99415867775,3485048.8041,100116.963089,0,0.830433490113
9,123456789,1610998502,R1234ZEZ&R142B&R21&R245CA&R245FA,0.080000;0.460000;0.360000;0.060000;0.040000,4.54576645563,6347614.32142,109992.452292,0,1.0627100948
9,123456789,1610998502,R1224YDZ&R1234ZEZ&R142B&R21&R245FA,0.100000;0.120000;0.200000;0.480000;0.100000,4.7069928892,6001056.76409,106224.932089,0,0.227594329073
9,123456789,1610998502,R1224YDZ&R123&R1234ZEZ&R21&R245CA,0.120000;0.060000;0.100000;0.680000;0.040000,4.98788515714,5617114.95791,100242.885361,0,0.972503770678
9,123456789,1610998502,R1224YDZ&R1234ZEZ&R21&R245CA&R245FA,0.120000;0.120000;0.560000;0.060000;0.140000,4.88229085448,5649355.95338,102410.940868,0,0.364087288547
9,123456789,1610998502,R123&R1234ZEZ&R142B&R21&R245FA,0.060000;0.100000;0.180000;0.520000;0.140000,4.74072791397,5946920.89144,105469.035362,0,0.0642171696666
9,123456789,1610998502,R1224YDZ&R1234ZEZ&R142B&R21&R245CA,0.120000;0.100000;0.160000;0.560000;0.060000,4.79303444595,5909343.20405,104318.048543,0,0.374761753453
9,123456789,1610998502,R1224YDZ&R142B&R21&R245FA&RE245FA2,0.060000;0.220000;0.540000;0.140000;0.040000,4.73314780368,5987992.40185,105637.943445,0,0.110455693298
9,123456789,1610998502,R1234ZEZ&R142B&R21&R245CA&R245FA,0.120000;0.300000;0.480000;0.040000;0.060000,4.67967555839,6240364.46468,106845.013882,0,0.564788748763
9,123456789,1610998502,R123&R1336MZZZ&R141B&R245CA&RE245FA2,0.140000;0.120000;0.560000;0.120000;0.060000,5.03531215629,3353799.51618,99298.7096887,0,0.22492080916
9,123456789,1610998502,R1224YDZ&R1234ZEZ&R142B&R21&R245CA,0.140000;0.120000;0.080000;0.600000;0.060000,4.87167169258,5792755.94395,102634.173966,0,0.322981637593
9,123456789,1610998502,R1234ZEZ&R142B&R21&R245CA&R245FA,0.120000;0.160000;0.500000;0.080000;0.140000,4.750072904,5932067.15893,105261.542318,0,0.155508835085
10,123456789,1311302439,R1224YDZ&R1233ZDE&R1234ZEZ&R142B&R21,0.140000;0.040000;0.040000;0.640000;0.140000,4.30480941066,6222496.55782,116149.160695,0,inf
10,123456789,1311302439,R1224YDZ&R1233ZDE&R142B&R21&R245CA,0.140000;0.060000;0.240000;0.540000;0.020000,4.74176015364,5943290.61349,105446.075676,0,0.347594865259
10,123456789,1311302439,R1233ZDE&R1234ZEZ&R142B&R21&R245FA,0.040000;0.080000;0.520000;0.200000;0.160000,4.39891818668,6221749.93303,113664.309901,0,0.482078862333
